subject	world	path	squaretype	chosenPath	chosenSquareType	rt
S723916	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	599
S727474	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	3617
S727474	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	2003
S737098	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	5953
S737098	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	1320
S737098	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	1184
S738760	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1286
S738760	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1283
S748157	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	3370
S748157	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	384
S74893	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	895
S74893	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	400
S75262	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	9104
S75262	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	900
S76694	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	5239
S76694	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1192
S767416	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2726
S767416	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	785
S769114	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	3837
S769114	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	466
S769114	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	1147
S771420	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1144
S771420	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1181
S773407	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	2677
S773407	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	520
S773407	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	1161
S776069	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1459
S776069	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	864
S781012	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1908
S781012	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	713
S78642	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2326
S78642	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	788
S795207	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	4623
S795207	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	818
S795207	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	720
S818256	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1140
S818256	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	666
S826168	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2362
S826168	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1196
S852951	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2464
S852951	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	813
S854503	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	924
S854503	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	607
S854503	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	826
S858712	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	940
S858712	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	489
S882638	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1448
S882638	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	832
S890803	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1122
S890803	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	705
S896860	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2556
S896860	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1281
S898785	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	2219
S898785	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	808
S898785	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	544
S913185	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	4623
S913185	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	456
S926415	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2831
S926415	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	664
S932984	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1522
S932984	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1144
S934665	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1038
S934665	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	2000
S94248	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	2460
S94248	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	1440
S94248	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	392
S952115	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1170
S952115	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	857
S97579	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	7000
S97579	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	701
S976844	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	4316
S976844	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	1353
S976844	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	923
S981207	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	3614
S981207	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	766
S983016	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1666
S983016	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	674
S983809	courtyard	p(0,0);	X	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	2482
S983809	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	882
S983809	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	D	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	G	908
S989739	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	2856
S989739	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	833
S990120	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	1758
S990120	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	1210
S994778	courtyard	p(0,0);	X	p(0,0);p(1,0);p(2,0);p(3,0);	D	4366
S994778	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	D	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	G	952
S11135	library	p(0,0);	X	p(0,0);p(0,1);p(1,1);	O	4271
S11135	library	p(0,0);p(0,1);p(1,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	728
S11135	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	1098
S11135	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	1696
S11135	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	1312
S11135	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);	G	1224
S123177	library	p(0,0);	X	p(0,0);p(1,0);	D	1557
S123177	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	597
S123177	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	5317
S123177	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	1211
S123177	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	1574
S123177	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	3834
S126242	library	p(0,0);	X	p(0,0);p(0,1);p(1,1);	O	1594
S126242	library	p(0,0);p(0,1);p(1,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	36737
S126242	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	752
S126242	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);	O	920
S126242	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	920
S126242	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	991
S126242	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(2,3);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);	G	696
S14208	library	p(0,0);	X	p(0,0);p(0,1);p(1,1);	O	2058
S14208	library	p(0,0);p(0,1);p(1,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	744
S14208	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);	O	1232
S14208	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	698
S14208	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	649
S14208	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	1001
S156147	library	p(0,0);	X	p(0,0);p(1,0);	D	1811
S156147	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	334
S156147	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	889
S156147	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	780
S156147	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	858
S156147	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	2024
S16432	library	p(0,0);	X	p(0,0);p(1,0);	D	954
S16432	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	380
S16432	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	445
S16432	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	503
S16432	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	513
S16432	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	618
S164546	library	p(0,0);	X	p(0,0);p(0,1);p(1,1);	O	1876
S164546	library	p(0,0);p(0,1);p(1,1);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	1343
S164546	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);	O	1656
S164546	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	665
S164546	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	1729
S164546	library	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	1729
S166242	library	p(0,0);	X	p(0,0);p(1,0);	D	3747
S166242	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	799
S166242	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	2256
S166242	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);	D	1120
S166242	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	929
S166242	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	840
S166242	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(0,4);p(0,5);p(1,5);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(6,1);p(6,2);p(6,3);p(6,4);	G	681
S180888	library	p(0,0);	X	p(0,0);p(1,0);	D	1411
S180888	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	2979
S180888	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	1026
S180888	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	508
S180888	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	1280
S180888	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	1181
S185508	library	p(0,0);	X	p(0,0);p(1,0);	D	2357
S185508	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	3117
S185508	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	1765
S185508	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	1933
S185508	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	2792
S185508	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);	G	2075
S191334	library	p(0,0);	X	p(0,0);p(1,0);	D	1660
S191334	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	537
S191334	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	608
S191334	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	1949
S191334	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	873
S191334	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(7,1);p(6,1);p(6,2);p(6,3);p(6,4);	G	537
S20545	library	p(0,0);	X	p(0,0);p(1,0);	D	1156
S20545	library	p(0,0);p(1,0);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	360
S20545	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	359
S20545	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);	O	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	848
S20545	library	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);	D	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);	D	685
